rate_center_deg_s,valid_rows,mean_aero_residual_deg,mean_delay_residual_deg,mean_effect_margin_deg,median_effect_ratio,share_delay_dominant,margin_ci_low_deg,margin_ci_high_deg,delay_ci_low_deg,delay_ci_high_deg,aero_ci_low_deg,aero_ci_high_deg,unstable_share,stability_mismatch_share,mismatch_ci_low,mismatch_ci_high,mean_cp_ahead_share_truth,mean_static_margin_cal_truth,cp_ahead_ci_low,cp_ahead_ci_high
40,210,0.0975667359452262,5.3550016884671,5.25743495252187,19.5002852216531,1,4.2160187650787,6.21635003895898,4.32895594173677,6.56155026447337,0.0933527563237677,0.102041464944706,0.0666666666666667,0.0666666666666667,0.0380952380952381,0.1,0.70207515289974,-0.260901833818769,0.651069703243616,0.751802670093525
130,210,0.479694059182956,8.11000352075655,7.63030946157359,10.9134094686217,0.952380952380952,6.4200928547302,8.99820487673858,6.78086266954756,9.50736248170051,0.446563843285058,0.517755470789422,0.0857142857142857,0.0857142857142857,0.0476190476190476,0.123809523809524,0.748428166868946,-0.314223918793874,0.704828538111896,0.787289688489089
250,210,2.74391145992819,17.6796610694176,14.9357496094894,5.04711164419265,0.904761904761905,12.9968593690368,16.9837555645249,15.7836375398104,19.8935941227711,2.54738138570143,2.93345669188571,0.242857142857143,0.242857142857143,0.185714285714286,0.3,0.781528283477309,-0.41268191641104,0.746712358106661,0.815901573023012
