regime_name,controller,mean_rms_angle_error_deg,mean_rms_rate_deg_s,precision_success_share,unstable_share,mean_max_abs_delta_deg,mean_final_error_deg
HIGH_RATE,ADRC,10.6348731989773,44.2690812357239,0,0,9.99973284586319,1.58403261764482
HIGH_RATE,AI,134.474409676763,59.8792138802829,0,1,9.65261099780433,-217.193092949821
HIGH_RATE,PID,9.82799503177217,48.4495714677368,0,0,9.99999802884924,-0.162465837055065
LOW_RATE,ADRC,2.07892141667877,6.23222906980201,0,0,4.77870678719796,0.328764823351088
LOW_RATE,AI,2.17783195614061,7.22522747650954,0.5625,0,8.85437442036232,-1.3147528509219
LOW_RATE,PID,1.29906230550219,8.97421140787008,1,0,9.88961040535545,-0.193480591290671
MID_RATE,ADRC,4.10395608511325,18.1265480822018,0,0,9.71434641320882,0.610262149280118
MID_RATE,AI,110.062398342632,46.9188125927509,0,0.9375,9.70640746105772,-185.418210873184
MID_RATE,PID,3.31194555862466,20.7863446524958,0,0,9.9986827911179,-0.167747767426187
