time_s,wn_no_adapt,wn_adapt
1.9970,9.592772,9.797133
1.9980,9.592772,9.797133
1.9990,9.592772,9.797133
2.0000,9.592772,9.797133
2.0010,9.592772,9.797133
2.0020,9.592772,9.797133
2.0030,9.592772,9.797133
2.0040,9.592772,9.797133
2.0050,9.592772,9.797133
2.0060,9.592772,9.797133
2.0070,9.592772,9.797133
2.0080,9.592772,9.797133
2.0090,9.592772,9.797133
2.0100,9.592772,9.797133
2.0110,9.592772,9.797133
2.0120,9.592772,9.797133
2.0130,9.592772,9.797133
2.0140,9.592772,9.797133
2.0150,9.592772,9.797133
2.0160,9.592772,9.797133
2.0170,9.592772,9.797133
2.0180,9.592772,9.797133
2.0190,9.592772,9.797133
2.0200,9.592772,9.797133
2.0210,9.592772,9.797133
2.0220,9.592772,9.797133
2.0230,9.592772,9.797133
2.0240,9.592772,9.797133
2.0250,9.592772,9.797133
2.0260,9.592772,9.797133
2.0270,9.592772,9.797133
2.0280,9.592772,9.797133
2.0290,9.592772,9.797133
2.0300,9.592772,9.797133
2.0310,9.592772,9.797133
2.0320,9.592772,9.797133
2.0330,9.592772,9.797133
2.0340,9.592772,9.797133
2.0350,9.592772,9.797133
2.0360,9.592772,9.797133
2.0370,9.592772,9.797133
2.0380,9.592772,9.797133
2.0390,9.592772,9.797133
2.0400,9.592772,9.797133
2.0410,9.592772,9.797133
2.0420,9.592772,9.797133
2.0430,9.592772,9.797133
2.0440,9.592772,9.797133
2.0450,9.592772,9.797133
2.0460,9.592772,9.797133
2.0470,9.592772,9.797133
2.0480,9.592772,9.797133
2.0490,9.592772,9.797133
2.0500,9.592772,9.797133
2.0510,9.592772,9.797133
2.0520,9.592772,9.797133
2.0530,9.592772,9.797133
2.0540,9.592772,9.797133
2.0550,9.592772,9.797133
2.0560,9.592772,9.797133
2.0570,9.592772,9.797133
2.0580,9.592772,9.797133
2.0590,9.592772,9.797133
2.0600,9.592772,9.797133
2.0610,9.592772,9.797133
2.0620,9.592772,9.797133
2.0630,9.592772,9.797133
2.0640,9.592772,9.797133
2.0650,9.592772,9.797133
2.0660,9.592772,9.797133
2.0670,9.592772,9.797133
2.0680,9.592772,9.797133
2.0690,9.592772,9.797133
2.0700,9.592772,9.797133
2.0710,9.592772,9.797133
2.0720,9.592772,9.797133
2.0730,9.592772,9.797133
2.0740,9.592772,9.797133
2.0750,9.592772,9.797133
2.0760,9.592772,9.797133
2.0770,9.592772,9.797133
2.0780,9.592772,9.797133
2.0790,9.592772,9.797133
2.0800,9.592772,9.797133
2.0810,9.592772,9.797133
2.0820,9.592772,9.797133
2.0830,9.592772,9.797133
2.0840,9.592772,9.797133
2.0850,9.592772,9.797133
2.0860,9.592772,9.797133
2.0870,9.592772,9.797133
2.0880,9.592772,9.797133
2.0890,9.592772,9.797133
2.0900,9.592772,9.797133
2.0910,9.592772,9.797133
2.0920,9.592772,9.797133
2.0930,9.592772,9.797133
2.0940,9.592772,9.797133
2.0950,9.592772,9.797133
2.0960,9.592772,9.797133
2.0970,9.592772,9.797133
2.0980,9.592772,9.797133
2.0990,9.592772,9.797133
2.1000,9.592772,9.797133
2.1010,9.592772,9.797133
2.1020,9.592772,9.797133
2.1030,9.592772,9.797133
2.1040,9.592772,9.797133
2.1050,9.592772,9.797133
2.1060,9.592772,9.797133
2.1070,9.592772,9.797133
2.1080,9.592772,9.797133
2.1090,9.592772,9.797133
2.1100,9.592772,9.797133
2.1110,9.592772,9.797133
2.1120,9.592772,9.797133
2.1130,9.592772,9.797133
2.1140,9.592772,9.797133
2.1150,9.592772,9.797133
2.1160,9.592772,9.797133
2.1170,9.592772,9.797133
2.1180,9.592772,9.797133
2.1190,9.592772,9.797133
2.1200,9.592772,9.797133
2.1210,9.592772,9.797133
2.1220,9.592772,9.797133
2.1230,9.592772,9.797133
2.1240,9.592772,9.797133
2.1250,9.592772,9.797133
2.1260,9.592772,9.797133
2.1270,9.592772,9.797133
2.1280,9.592772,9.797133
2.1290,9.592772,9.797133
2.1300,9.592772,9.797133
2.1310,9.592772,9.797133
2.1320,9.592772,9.797133
2.1330,9.592772,9.797133
2.1340,9.592772,9.797133
2.1350,9.592772,9.797133
2.1360,9.592772,9.797133
2.1370,9.592772,9.797133
2.1380,9.592772,9.797133
2.1390,9.592772,9.797133
2.1400,9.592772,9.797133
2.1410,9.592772,9.797133
2.1420,9.592772,9.797133
2.1430,9.592772,9.797133
2.1440,9.592772,9.797133
2.1450,9.592772,9.797133
2.1460,9.592772,9.797133
2.1470,9.592772,9.797133
2.1480,9.592772,9.797133
2.1490,9.592772,9.797133
2.1500,9.592772,9.797133
2.1510,9.592772,9.797133
2.1520,9.592772,9.797133
2.1530,9.592772,9.797133
2.1540,9.592772,9.797133
2.1550,9.592772,9.797133
2.1560,9.592772,9.797133
2.1570,9.592772,9.797133
2.1580,9.592772,9.797133
2.1590,9.592772,9.797133
2.1600,9.592772,9.797133
2.1610,9.592772,9.797133
2.1620,9.592772,9.797133
2.1630,9.592772,9.797133
2.1640,9.592772,9.797133
2.1650,9.592772,9.797133
2.1660,9.592772,9.797133
2.1670,9.592772,9.797133
2.1680,9.592772,9.797133
2.1690,9.592772,9.797133
2.1700,9.592772,9.797133
2.1710,9.592772,9.797133
2.1720,9.592772,9.797133
2.1730,9.592772,9.797133
2.1740,9.592772,9.797133
2.1750,9.592772,9.797133
2.1760,9.592772,9.797133
2.1770,9.592772,9.797133
2.1780,9.592772,9.797133
2.1790,9.592772,9.797133
2.1800,9.592772,9.797133
2.1810,9.592772,9.797133
2.1820,9.592772,9.797133
2.1830,9.592772,9.797133
2.1840,9.592772,9.797133
2.1850,9.592772,9.797133
2.1860,9.592772,9.797133
2.1870,9.592772,9.797133
2.1880,9.592772,9.797133
2.1890,9.592772,9.797133
2.1900,9.592772,9.797133
2.1910,9.592772,9.797133
2.1920,9.592772,9.797133
2.1930,9.592772,9.797133
2.1940,9.592772,9.797133
2.1950,9.592772,9.797133
2.1960,9.592772,9.797133
2.1970,9.592772,9.797133
2.1980,9.592772,9.797133
2.1990,9.592772,9.797133
2.2000,9.592772,9.797133
2.2010,9.592772,9.797133
2.2020,9.592772,9.797133
2.2030,9.592772,9.797133
2.2040,9.592772,9.797133
2.2050,9.592772,9.797133
2.2060,9.592772,9.797133
2.2070,9.592772,9.797133
2.2080,9.592772,9.797133
2.2090,9.592772,9.797133
2.2100,9.592772,9.797133
2.2110,9.592772,9.797133
2.2120,9.592772,9.797133
2.2130,9.592772,9.797133
2.2140,9.592772,9.797133
2.2150,9.592772,9.797133
2.2160,9.592772,9.797133
2.2170,9.592772,9.797133
2.2180,9.592772,9.797133
2.2190,9.592772,9.797133
2.2200,9.584809,9.797133
2.2210,9.576873,9.797133
2.2220,9.568963,9.797133
2.2230,9.561080,9.797133
2.2240,9.553223,9.797133
2.2250,9.545392,9.797133
2.2260,9.537587,9.797133
2.2270,9.529808,9.797133
2.2280,9.522054,9.797133
2.2290,9.514327,9.797133
2.2300,9.506626,9.797133
2.2310,9.500153,9.797133
2.2320,9.495174,9.797133
2.2330,9.491663,9.797133
2.2340,9.489599,9.797133
2.2350,9.488958,9.797133
2.2360,9.489717,9.797133
2.2370,9.491852,9.797133
2.2380,9.495339,9.797133
2.2390,9.500156,9.797133
2.2400,9.506281,9.797133
2.2410,9.513690,9.797133
2.2420,9.522361,9.797133
2.2430,9.532274,9.797133
2.2440,9.543405,9.797133
2.2450,9.555736,9.797133
2.2460,9.569244,9.797133
2.2470,9.583910,9.797133
2.2480,9.599715,9.797133
2.2490,9.616640,9.797133
2.2500,9.634666,9.797133
2.2510,9.653776,9.797133
2.2520,9.673951,9.797133
2.2530,9.695175,9.797133
2.2540,9.717432,9.797133
2.2550,9.740705,9.797133
2.2560,9.764979,9.797133
2.2570,9.790240,9.797133
2.2580,9.816472,9.797133
2.2590,9.843662,9.797133
2.2600,9.871795,9.797133
2.2610,9.900860,9.788490
2.2620,9.930843,9.779876
2.2630,9.961732,9.771291
2.2640,9.993515,9.762734
2.2650,10.026181,9.754206
2.2660,10.059719,9.745706
2.2670,10.094118,9.737235
2.2680,10.129368,9.728791
2.2690,10.165458,9.720376
2.2700,10.202380,9.711989
2.2710,10.240124,9.703630
2.2720,10.278682,9.695830
2.2730,10.318044,9.689343
2.2740,10.358202,9.684156
2.2750,10.399148,9.680259
2.2760,10.440875,9.677642
2.2770,10.483374,9.676295
2.2780,10.526640,9.676207
2.2790,10.570664,9.677368
2.2800,10.615440,9.679770
2.2810,10.660961,9.683401
2.2820,10.707221,9.688253
2.2830,10.754214,9.694316
2.2840,10.801934,9.701581
2.2850,10.850375,9.710038
2.2860,10.899531,9.719679
2.2870,10.949397,9.730495
2.2880,10.999967,9.742477
2.2890,11.051237,9.755617
2.2900,11.103201,9.769905
2.2910,11.155855,9.785333
2.2920,11.209193,9.801894
2.2930,11.263211,9.819578
2.2940,11.317903,9.838378
2.2950,11.373267,9.858286
2.2960,11.429296,9.879294
2.2970,11.485988,9.901393
2.2980,11.543336,9.924577
2.2990,11.601338,9.948836
2.3000,11.659989,9.974165
2.3010,11.719284,10.000554
2.3020,11.779221,10.027996
2.3030,11.839221,10.056485
2.3040,11.899221,10.086011
2.3050,11.959221,10.116569
2.3060,12.019221,10.148150
2.3070,12.079221,10.180747
2.3080,12.139221,10.214353
2.3090,12.199221,10.248960
2.3100,12.259221,10.284561
2.3110,12.319221,10.321149
2.3120,12.379221,10.358716
2.3130,12.439221,10.397255
2.3140,12.499221,10.436758
2.3150,12.559221,10.477219
2.3160,12.619221,10.518629
2.3170,12.679221,10.560982
2.3180,12.739221,10.604270
2.3190,12.799221,10.648485
2.3200,12.859221,10.693620
2.3210,12.919221,10.739668
2.3220,12.979221,10.786620
2.3230,13.039221,10.834470
2.3240,13.099221,10.883209
2.3250,13.159221,10.932830
2.3260,13.219221,10.983324
2.3270,13.279221,11.034685
2.3280,13.339221,11.086903
2.3290,13.399221,11.139971
2.3300,13.459221,11.193881
2.3310,13.519221,11.248625
2.3320,13.579221,11.304193
2.3330,13.639221,11.360579
2.3340,13.699221,11.417773
2.3350,13.759221,11.475766
2.3360,13.819221,11.534550
2.3370,13.879221,11.594116
2.3380,13.939221,11.654116
2.3390,13.999221,11.714116
2.3400,14.059221,11.774116
2.3410,14.119221,11.834116
2.3420,14.179221,11.894116
2.3430,14.239221,11.954116
2.3440,14.299221,12.014116
2.3450,14.359221,12.074116
2.3460,14.419221,12.134116
2.3470,14.479221,12.194116
2.3480,14.539221,12.254116
2.3490,14.599221,12.314116
2.3500,14.659221,12.374116
2.3510,14.719221,12.434116
2.3520,14.779221,12.494116
2.3530,14.839221,12.554116
2.3540,14.899221,12.614116
2.3550,14.959221,12.674116
2.3560,15.019221,12.734116
2.3570,15.079221,12.794116
2.3580,15.139221,12.854116
2.3590,15.199221,12.914116
2.3600,15.259221,12.974116
2.3610,15.319221,13.034116
2.3620,15.379221,13.094116
2.3630,15.439221,13.154116
2.3640,15.499221,13.214116
2.3650,15.559221,13.274116
2.3660,15.619221,13.334116
2.3670,15.679221,13.394116
2.3680,15.739221,13.454116
2.3690,15.799221,13.514116
2.3700,15.859221,13.574116
2.3710,15.919221,13.634116
2.3720,15.979221,13.694116
2.3730,16.039221,13.754116
2.3740,16.099221,13.814116
2.3750,16.159221,13.874116
2.3760,16.219221,13.934116
2.3770,16.279221,13.994116
2.3780,16.339221,14.054116
2.3790,16.399221,14.114116
2.3800,16.459221,14.174116
2.3810,16.519221,14.234116
2.3820,16.579221,14.294116
2.3830,16.639221,14.354116
2.3840,16.699221,14.414116
2.3850,16.759221,14.474116
2.3860,16.819221,14.534116
2.3870,16.879221,14.594116
2.3880,16.939221,14.654116
2.3890,16.999221,14.714116
2.3900,17.059221,14.774116
2.3910,17.119221,14.834116
2.3920,17.179221,14.894116
2.3930,17.239221,14.954116
2.3940,17.299221,15.014116
2.3950,17.359221,15.074116
2.3960,17.419221,15.134116
2.3970,17.479221,15.194116
2.3980,17.539221,15.254116
2.3990,17.599221,15.314116
2.4000,17.659221,15.374116
2.4010,17.719221,15.434116
2.4020,17.779221,15.494116
2.4030,17.839221,15.554116
2.4040,17.899221,15.614116
2.4050,17.959221,15.674116
2.4060,18.019221,15.734116
2.4070,18.079057,15.794116
2.4080,18.138694,15.854116
2.4090,18.198132,15.914116
2.4100,18.257373,15.974116
2.4110,18.316417,16.034116
2.4120,18.375264,16.094116
2.4130,18.433915,16.154116
2.4140,18.492371,16.214116
2.4150,18.550633,16.274116
2.4160,18.608701,16.334116
2.4170,18.666575,16.394116
2.4180,18.724257,16.454116
2.4190,18.781747,16.514116
2.4200,18.839046,16.574116
2.4210,18.896154,16.634116
2.4220,18.953071,16.693576
2.4230,19.009800,16.751191
2.4240,19.066340,16.806885
2.4250,19.122691,16.860586
2.4260,19.177011,16.912216
2.4270,19.229129,16.961698
2.4280,19.278969,17.008953
2.4290,19.326456,17.053900
2.4300,19.371511,17.096454
2.4310,19.414054,17.136533
2.4320,19.454003,17.174050
2.4330,19.491275,17.208916
2.4340,19.525785,17.241042
2.4350,19.557445,17.270337
2.4360,19.586166,17.296706
2.4370,19.611859,17.320055
2.4380,19.634431,17.340287
2.4390,19.653788,17.357304
2.4400,19.669834,17.371006
2.4410,19.682472,17.381291
2.4420,19.691602,17.388056
2.4430,19.697125,17.391198
2.4440,19.698939,17.390611
2.4450,19.696940,17.386189
2.4460,19.691025,17.377826
2.4470,19.681088,17.365414
2.4480,19.667023,17.348847
2.4490,19.648725,17.328016
2.4500,19.626087,17.302817
2.4510,19.599003,17.273143
2.4520,19.567368,17.273143
2.4530,19.531078,17.273143
2.4540,19.490043,17.273143
2.4550,19.449144,17.273143
2.4560,19.408381,17.273143
2.4570,19.367755,17.273143
2.4580,19.327263,17.273143
2.4590,19.286906,17.273143
2.4600,19.246683,17.273143
2.4610,19.206595,17.273143
2.4620,19.166639,17.273143
2.4630,19.126817,17.273143
2.4640,19.087127,17.273143
2.4650,19.047569,17.273143
2.4660,19.008143,17.273143
2.4670,18.968848,17.273143
2.4680,18.929684,17.273143
2.4690,18.890650,17.273143
2.4700,18.851746,17.273143
2.4710,18.812972,17.273143
2.4720,18.774326,17.273143
2.4730,18.735809,17.273143
2.4740,18.697421,17.273143
2.4750,18.659160,17.273143
2.4760,18.621026,17.273143
2.4770,18.583019,17.273143
2.4780,18.545139,17.273143
2.4790,18.507385,17.273143
2.4800,18.469756,17.273143
2.4810,18.432253,17.273143
2.4820,18.394875,17.273143
2.4830,18.357621,17.273143
2.4840,18.320490,17.273143
2.4850,18.283484,17.273143
2.4860,18.246600,17.273143
2.4870,18.209840,17.273143
2.4880,18.173201,17.273143
2.4890,18.136685,17.273143
2.4900,18.100290,17.273143
2.4910,18.064016,17.273143
2.4920,18.027863,17.273143
2.4930,17.991830,17.273143
2.4940,17.955917,17.273143
2.4950,17.920124,17.273143
2.4960,17.884450,17.240395
2.4970,17.848894,17.206983
2.4980,17.813457,17.173682
2.4990,17.778138,17.140491
2.5000,17.742936,17.107411
2.5010,17.707851,17.074442
2.5020,17.672883,17.041582
2.5030,17.638032,17.008831
2.5040,17.603296,16.976189
2.5050,17.568676,16.943656
2.5060,17.534172,16.911232
2.5070,17.499782,16.878915
2.5080,17.465506,16.846705
2.5090,17.431345,16.814603
2.5100,17.397297,16.782608
2.5110,17.363363,16.750719
2.5120,17.329541,16.718936
2.5130,17.295833,16.687259
2.5140,17.262236,16.655688
2.5150,17.228751,16.624221
2.5160,17.195377,16.592860
2.5170,17.162115,16.561602
2.5180,17.128963,16.530449
2.5190,17.095922,16.499399
2.5200,17.062990,16.468453
2.5210,17.030168,16.437609
2.5220,16.997456,16.406868
2.5230,16.964852,16.376230
2.5240,16.932356,16.345693
2.5250,16.899969,16.315259
2.5260,16.867690,16.284925
2.5270,16.835518,16.254692
2.5280,16.803453,16.224560
2.5290,16.771495,16.194528
2.5300,16.739643,16.164597
2.5310,16.707897,16.134764
2.5320,16.676257,16.105031
2.5330,16.644722,16.075397
2.5340,16.613292,16.045862
2.5350,16.581966,16.016425
2.5360,16.550745,15.987086
2.5370,16.519628,15.957844
2.5380,16.488614,15.928700
2.5390,16.457704,15.899653
2.5400,16.426896,15.870702
2.5410,16.396191,15.841848
2.5420,16.365588,15.813090
2.5430,16.335087,15.784427
2.5440,16.304687,15.755860
2.5450,16.274389,15.727388
2.5460,16.244191,15.699011
2.5470,16.214094,15.670728
2.5480,16.184097,15.642539
2.5490,16.154200,15.614444
2.5500,16.124403,15.586443
2.5510,16.094704,15.558534
2.5520,16.065104,15.530719
2.5530,16.035603,15.504175
2.5540,16.006200,15.479067
2.5550,15.976895,15.455395
2.5560,15.947688,15.433161
2.5570,15.918577,15.412363
2.5580,15.889564,15.392999
2.5590,15.860647,15.375066
2.5600,15.831826,15.358560
2.5610,15.803101,15.343476
2.5620,15.774472,15.329807
2.5630,15.745938,15.317548
2.5640,15.717499,15.306691
2.5650,15.689154,15.297227
2.5660,15.660904,15.289146
2.5670,15.632748,15.282439
2.5680,15.604686,15.277095
2.5690,15.576717,15.273103
2.5700,15.548841,15.270451
2.5710,15.521058,15.269126
2.5720,15.493367,15.269114
2.5730,15.465769,15.270402
2.5740,15.438262,15.272976
2.5750,15.410847,15.276820
2.5760,15.383523,15.281919
2.5770,15.356290,15.288258
2.5780,15.329147,15.295819
2.5790,15.302095,15.304586
2.5800,15.275133,15.314542
2.5810,15.248261,15.325668
2.5820,15.221478,15.337948
2.5830,15.194784,15.351363
2.5840,15.168180,15.365893
2.5850,15.141663,15.381520
2.5860,15.115235,15.398224
2.5870,15.088895,15.415986
2.5880,15.062642,15.434786
2.5890,15.036477,15.454603
2.5900,15.010399,15.475418
2.5910,14.984408,15.497208
2.5920,14.958503,15.519954
2.5930,14.932684,15.543634
2.5940,14.906952,15.568226
2.5950,14.881304,15.593709
2.5960,14.855743,15.620062
2.5970,14.830266,15.647261
2.5980,14.804874,15.675286
2.5990,14.779567,15.704114
2.6000,14.754344,15.733722
2.6010,14.729204,15.764087
2.6020,14.704149,15.795188
2.6030,14.679177,15.827001
2.6040,14.654288,15.859503
2.6050,14.629481,15.892672
2.6060,14.604758,15.926483
2.6070,14.580116,15.960914
2.6080,14.555557,15.995941
2.6090,14.531079,16.031541
2.6100,14.506683,16.067691
2.6110,14.482368,16.104366
2.6120,14.458134,16.141544
2.6130,14.433980,16.179199
2.6140,14.409907,16.217309
2.6150,14.385914,16.255850
2.6160,14.362001,16.294797
2.6170,14.338167,16.334127
2.6180,14.314413,16.373816
2.6190,14.290738,16.413839
2.6200,14.267141,16.454173
2.6210,14.243623,16.494793
2.6220,14.220184,16.535675
2.6230,14.196822,16.576794
2.6240,14.173538,16.618127
2.6250,14.150332,16.659650
2.6260,14.127202,16.701337
2.6270,14.104150,16.743164
2.6280,14.081175,16.785107
2.6290,14.058697,16.827142
2.6300,14.037106,16.869243
2.6310,14.016370,16.911387
2.6320,13.996458,16.953549
2.6330,13.977337,16.995704
2.6340,13.958975,17.037827
2.6350,13.941341,17.079895
2.6360,13.924404,17.121881
2.6370,13.908130,17.163762
2.6380,13.892488,17.205512
2.6390,13.877447,17.247107
2.6400,13.862975,17.288522
2.6410,13.849039,17.329732
2.6420,13.835609,17.370711
2.6430,13.822653,17.411435
2.6440,13.810138,17.451880
2.6450,13.798034,17.492018
2.6460,13.786308,17.531826
2.6470,13.774929,17.571279
2.6480,13.763865,17.610350
2.6490,13.753084,17.649014
2.6500,13.742555,17.687246
2.6510,13.732246,17.725021
2.6520,13.722125,17.762313
2.6530,13.712160,17.799095
2.6540,13.702320,17.835343
2.6550,13.692572,17.871030
2.6560,13.682884,17.906131
2.6570,13.673226,17.940618
2.6580,13.663567,17.974467
2.6590,13.653878,18.007651
2.6600,13.644130,18.040142
2.6610,13.634295,18.071916
2.6620,13.624347,18.102944
2.6630,13.614260,18.133201
2.6640,13.604011,18.162658
2.6650,13.593574,18.191290
2.6660,13.582928,18.219068
2.6670,13.572052,18.245965
2.6680,13.560924,18.271954
2.6690,13.549527,18.297007
2.6700,13.537843,18.321095
2.6710,13.525854,18.344191
2.6720,13.513545,18.366265
2.6730,13.500903,18.387290
2.6740,13.487913,18.407237
2.6750,13.474564,18.426075
2.6760,13.460846,18.443777
2.6770,13.446749,18.460312
2.6780,13.432265,18.475650
2.6790,13.417388,18.489761
2.6800,13.402112,18.502615
2.6810,13.386433,18.514180
2.6820,13.370347,18.524426
2.6830,13.353853,18.533321
2.6840,13.336951,18.540834
2.6850,13.319641,18.546932
2.6860,13.301924,18.551582
2.6870,13.283803,18.554752
2.6880,13.265284,18.556409
2.6890,13.246370,18.556518
2.6900,13.227068,18.555045
2.6910,13.207386,18.551956
2.6920,13.187394,18.547215
2.6930,13.167470,18.540787
2.6940,13.147611,18.532636
2.6950,13.127819,18.522724
2.6960,13.108092,18.511016
2.6970,13.088431,18.497472
2.6980,13.068836,18.482054
2.6990,13.049306,18.464724
2.7000,13.029841,18.445441
2.7010,13.010440,18.424166
2.7020,12.991104,18.400857
2.7030,12.971833,18.375472
2.7040,12.952625,18.347969
2.7050,12.933482,18.318304
2.7060,12.914402,18.286434
2.7070,12.895386,18.252313
2.7080,12.876433,18.215896
2.7090,12.857543,18.179237
2.7100,12.838716,18.179237
2.7110,12.819951,18.179237
2.7120,12.801249,18.179237
2.7130,12.782609,18.179237
2.7140,12.764032,18.179237
2.7150,12.745516,18.179237
2.7160,12.727062,18.179237
2.7170,12.708669,18.179237
2.7180,12.690337,18.179237
2.7190,12.672066,18.179237
2.7200,12.653857,18.179237
2.7210,12.635707,18.179237
2.7220,12.617618,18.179237
2.7230,12.599590,18.179237
2.7240,12.581621,18.179237
2.7250,12.563712,18.179237
2.7260,12.545863,18.179237
2.7270,12.528073,18.179237
2.7280,12.510342,18.179237
2.7290,12.492671,18.179237
2.7300,12.475058,18.179237
2.7310,12.457504,18.179237
2.7320,12.440008,18.179237
2.7330,12.422570,18.179237
2.7340,12.405191,18.179237
2.7350,12.387869,18.179237
2.7360,12.370605,18.179237
2.7370,12.353398,18.179237
2.7380,12.336249,18.179237
2.7390,12.319156,18.179237
2.7400,12.302121,18.179237
2.7410,12.285142,18.179237
2.7420,12.268220,18.179237
2.7430,12.251354,18.179237
2.7440,12.234652,18.179237
2.7450,12.218503,18.179237
2.7460,12.202919,18.179237
2.7470,12.187913,18.179237
2.7480,12.173498,18.179237
2.7490,12.159687,18.179237
2.7500,12.146491,18.179237
2.7510,12.133921,18.179237
2.7520,12.121990,18.179237
2.7530,12.110707,18.179237
2.7540,12.100082,18.179237
2.7550,12.090127,18.179237
2.7560,12.080850,18.179237
2.7570,12.072261,18.179237
2.7580,12.064368,18.179237
2.7590,12.057180,18.179237
2.7600,12.050705,18.179237
2.7610,12.044950,18.179237
2.7620,12.039924,18.179237
2.7630,12.035632,18.179237
2.7640,12.032081,18.179237
2.7650,12.029278,18.179237
2.7660,12.027228,18.179237
2.7670,12.025937,18.179237
2.7680,12.025410,18.179237
2.7690,12.025651,18.179237
2.7700,12.026665,18.179237
2.7710,12.028457,18.179237
2.7720,12.031028,18.179237
2.7730,12.034384,18.179237
2.7740,12.038526,18.179237
2.7750,12.043458,18.179237
2.7760,12.049181,18.179237
2.7770,12.055697,18.179237
2.7780,12.063009,18.179237
2.7790,12.071116,18.179237
2.7800,12.080021,18.179237
2.7810,12.089722,18.179237
2.7820,12.100221,18.179237
2.7830,12.111518,18.179237
2.7840,12.123610,18.179237
2.7850,12.136499,18.179237
2.7860,12.150182,18.179237
2.7870,12.164658,18.179237
2.7880,12.179924,18.179237
2.7890,12.195979,18.179237
2.7900,12.212820,18.179237
2.7910,12.230444,18.179237
2.7920,12.248847,18.179237
2.7930,12.268025,18.179237
2.7940,12.287975,18.179237
2.7950,12.308692,18.179237
2.7960,12.330171,18.179237
2.7970,12.352408,18.179237
2.7980,12.375396,18.179237
2.7990,12.399129,18.179237
2.8000,12.423602,18.179237
2.8010,12.448807,18.179237
2.8020,12.474738,18.179237
2.8030,12.501387,18.179237
2.8040,12.528746,18.179237
2.8050,12.556807,18.179237
2.8060,12.585561,18.179237
2.8070,12.615000,18.179237
2.8080,12.645113,18.179237
2.8090,12.675891,18.179237
2.8100,12.707324,18.179237
2.8110,12.739400,18.179237
2.8120,12.772109,18.179237
2.8130,12.805439,18.179237
2.8140,12.839377,18.179237
2.8150,12.873911,18.179237
2.8160,12.909028,18.179237
2.8170,12.944714,18.179237
2.8180,12.980956,18.179237
2.8190,13.017737,18.179237
2.8200,13.055043,18.179237
2.8210,13.092859,18.179237
2.8220,13.131167,18.179237
2.8230,13.169952,18.179237
2.8240,13.209194,18.179237
2.8250,13.248876,18.179237
2.8260,13.288979,18.179237
2.8270,13.329484,18.179237
2.8280,13.370369,18.179237
2.8290,13.411615,18.179237
2.8300,13.453198,18.179237
2.8310,13.495097,18.179237
2.8320,13.537288,18.179237
2.8330,13.579747,18.179237
2.8340,13.622448,18.179237
2.8350,13.665365,18.179237
2.8360,13.708472,18.179237
2.8370,13.751739,18.179237
2.8380,13.795137,18.179237
2.8390,13.838637,18.179237
2.8400,13.882206,18.179237
2.8410,13.925811,18.179237
2.8420,13.969419,18.179237
2.8430,14.012993,18.179237
2.8440,14.056497,18.179237
2.8450,14.099891,18.179237
2.8460,14.143135,18.179237
2.8470,14.186187,18.179237
2.8480,14.229002,18.179237
2.8490,14.271535,18.179237
2.8500,14.313737,18.179237
2.8510,14.355557,18.179237
2.8520,14.396943,18.179237
2.8530,14.437837,18.179237
2.8540,14.478182,18.179237
2.8550,14.517915,18.179237
2.8560,14.556971,18.179237
2.8570,14.595282,18.179237
2.8580,14.632782,18.179237
2.8590,14.669400,18.179237
2.8600,14.705068,18.179237
2.8610,14.739712,18.179237
2.8620,14.773262,18.179237
2.8630,14.805643,18.179237
2.8640,14.836779,18.179237
2.8650,14.866594,18.179237
2.8660,14.895011,18.179237
2.8670,14.921949,18.179237
2.8680,14.947328,18.179237
2.8690,14.971065,18.179237
2.8700,14.993076,18.179237
2.8710,15.013275,18.179237
2.8720,15.031575,18.179237
2.8730,15.047887,18.179237
2.8740,15.062120,18.179237
2.8750,15.074182,18.179237
2.8760,15.083979,18.179237
2.8770,15.091416,18.179237
2.8780,15.096393,18.179237
2.8790,15.098814,18.179237
2.8800,15.098576,18.179237
2.8810,15.095578,18.179237
2.8820,15.089716,18.179237
2.8830,15.080886,18.179237
2.8840,15.068981,18.179237
2.8850,15.053894,18.179237
2.8860,15.035518,18.179237
2.8870,15.013743,18.179237
2.8880,14.988461,18.179237
2.8890,14.962543,18.179237
2.8900,14.936711,18.179237
2.8910,14.910964,18.179237
2.8920,14.885304,18.179237
2.8930,14.859729,18.179237
2.8940,14.834239,18.179237
2.8950,14.808834,18.179237
2.8960,14.783513,18.179237
2.8970,14.758277,18.179237
2.8980,14.733125,18.179237
2.8990,14.708056,18.179237
2.9000,14.683071,18.179237
2.9010,14.658169,18.179237
2.9020,14.633350,18.179237
2.9030,14.608613,18.179237
2.9040,14.583959,18.179237
2.9050,14.559387,18.179237
2.9060,14.534896,18.179237
2.9070,14.510487,18.179237
2.9080,14.486160,18.179237
2.9090,14.461913,18.179237
2.9100,14.437747,18.179237
2.9110,14.413661,18.179237
2.9120,14.389656,18.179237
2.9130,14.365730,18.179237
2.9140,14.341884,18.179237
2.9150,14.318117,18.179237
2.9160,14.294430,18.179237
2.9170,14.270821,18.179237
2.9180,14.247291,18.179237
2.9190,14.223839,18.179237
2.9200,14.200465,18.179237
2.9210,14.177169,18.179237
2.9220,14.153951,18.179237
2.9230,14.130809,18.179237
2.9240,14.107745,18.179237
2.9250,14.084758,18.179237
2.9260,14.061847,18.179237
2.9270,14.039012,18.179237
2.9280,14.016253,18.179237
