time_s,wn_no_adapt,wn_adapt
0.1930,36.000000,36.000000
0.1940,36.000000,36.000000
0.1950,36.000000,36.000000
0.1960,36.000000,36.000000
0.1970,36.000000,36.000000
0.1980,36.000000,36.000000
0.1990,36.000000,36.000000
0.2000,36.000000,36.000000
0.2010,36.000000,36.000000
0.2020,36.000000,36.000000
0.2030,36.000000,36.000000
0.2040,36.000000,36.000000
0.2050,36.000000,36.000000
0.2060,36.000000,36.000000
0.2070,36.000000,36.000000
0.2080,36.000000,36.000000
0.2090,36.000000,36.000000
0.2100,36.000000,36.000000
0.2110,36.000000,36.000000
0.2120,36.000000,36.000000
0.2130,36.000000,36.000000
0.2140,36.000000,36.000000
0.2150,36.000000,36.000000
0.2160,36.000000,36.000000
0.2170,36.000000,36.000000
0.2180,36.000000,36.000000
0.2190,36.000000,36.000000
0.2200,36.000000,36.000000
0.2210,36.000000,36.000000
0.2220,36.000000,36.000000
0.2230,36.000000,36.000000
0.2240,36.000000,36.000000
0.2250,36.000000,36.000000
0.2260,36.000000,36.000000
0.2270,36.000000,36.000000
0.2280,36.000000,36.000000
0.2290,36.000000,36.000000
0.2300,36.000000,36.000000
0.2310,36.000000,36.000000
0.2320,36.000000,36.000000
0.2330,36.000000,36.000000
0.2340,36.000000,36.000000
0.2350,36.000000,36.000000
0.2360,36.000000,36.000000
0.2370,36.000000,36.000000
0.2380,36.000000,36.000000
0.2390,36.000000,36.000000
0.2400,36.000000,36.000000
0.2410,36.000000,36.000000
0.2420,36.000000,36.000000
0.2430,36.000000,36.000000
0.2440,36.000000,36.000000
0.2450,36.000000,36.000000
0.2460,36.000000,36.000000
0.2470,36.000000,36.000000
0.2480,36.000000,36.000000
0.2490,36.000000,36.000000
0.2500,36.000000,36.000000
0.2510,36.000000,36.000000
0.2520,36.000000,36.000000
0.2530,36.000000,36.000000
0.2540,36.000000,36.000000
0.2550,36.000000,36.000000
0.2560,36.000000,36.000000
0.2570,36.000000,36.000000
0.2580,36.000000,36.000000
0.2590,36.000000,36.000000
0.2600,36.000000,36.000000
0.2610,36.000000,36.000000
0.2620,36.000000,36.000000
0.2630,36.000000,36.000000
0.2640,36.000000,36.000000
0.2650,36.000000,36.000000
0.2660,36.000000,36.000000
0.2670,36.000000,36.000000
0.2680,36.000000,36.000000
0.2690,36.000000,36.000000
0.2700,36.000000,36.000000
0.2710,36.000000,36.000000
0.2720,36.000000,36.000000
0.2730,36.000000,36.000000
0.2740,36.000000,36.000000
0.2750,36.000000,36.000000
0.2760,36.000000,36.000000
0.2770,36.000000,36.000000
0.2780,36.000000,36.000000
0.2790,36.000000,36.000000
0.2800,36.000000,36.000000
0.2810,36.000000,36.000000
0.2820,36.000000,36.000000
0.2830,36.000000,36.000000
0.2840,36.000000,36.000000
0.2850,36.000000,36.000000
0.2860,36.000000,36.000000
0.2870,36.000000,36.000000
0.2880,36.000000,36.000000
0.2890,36.000000,36.000000
0.2900,36.000000,36.000000
0.2910,36.000000,36.000000
0.2920,36.000000,36.000000
0.2930,36.000000,36.000000
0.2940,36.000000,36.000000
0.2950,36.000000,36.000000
0.2960,36.000000,36.000000
0.2970,36.000000,36.000000
0.2980,36.000000,36.000000
0.2990,36.000000,36.000000
0.3000,36.000000,36.000000
0.3010,36.000000,36.000000
0.3020,36.000000,36.000000
0.3030,36.000000,36.000000
0.3040,36.000000,36.000000
0.3050,36.000000,36.000000
0.3060,36.000000,36.000000
0.3070,36.000000,36.000000
0.3080,36.000000,36.000000
0.3090,36.000000,36.000000
0.3100,36.000000,36.000000
0.3110,36.000000,36.000000
0.3120,36.000000,36.000000
0.3130,36.000000,36.000000
0.3140,36.000000,36.000000
0.3150,36.000000,36.000000
0.3160,36.000000,36.000000
0.3170,36.000000,36.000000
0.3180,36.000000,36.000000
0.3190,36.000000,36.000000
0.3200,36.000000,36.000000
0.3210,36.000000,36.000000
0.3220,36.000000,36.000000
0.3230,36.000000,36.000000
0.3240,36.000000,36.000000
0.3250,36.000000,36.000000
0.3260,36.000000,36.000000
0.3270,36.000000,36.000000
0.3280,36.000000,36.000000
0.3290,36.000000,36.000000
0.3300,36.000000,36.000000
0.3310,36.000000,36.000000
0.3320,36.000000,36.000000
0.3330,36.000000,36.000000
0.3340,36.000000,36.000000
0.3350,36.000000,36.000000
0.3360,36.000000,36.000000
0.3370,36.000000,36.000000
0.3380,36.000000,36.000000
0.3390,36.000000,36.000000
0.3400,36.000000,36.000000
0.3410,36.000000,36.000000
0.3420,36.000000,36.000000
0.3430,36.000000,36.000000
0.3440,36.000000,36.000000
0.3450,36.000000,36.000000
0.3460,36.000000,36.000000
0.3470,36.000000,36.000000
0.3480,36.000000,36.000000
0.3490,36.000000,36.000000
0.3500,36.000000,36.000000
0.3510,36.000000,36.000000
0.3520,36.000000,36.000000
0.3530,36.000000,36.000000
0.3540,36.000000,36.000000
0.3550,36.000000,36.000000
0.3560,36.000000,36.000000
0.3570,36.000000,36.000000
0.3580,36.000000,36.000000
0.3590,36.000000,36.000000
0.3600,36.000000,36.000000
0.3610,36.000000,36.000000
0.3620,36.000000,36.000000
0.3630,36.000000,36.000000
0.3640,36.000000,36.000000
0.3650,36.000000,36.000000
0.3660,36.000000,36.000000
0.3670,36.000000,36.000000
0.3680,36.000000,36.000000
0.3690,36.000000,36.000000
0.3700,36.000000,36.000000
0.3710,36.000000,36.000000
0.3720,36.000000,36.000000
0.3730,36.000000,36.000000
0.3740,36.000000,36.000000
0.3750,36.000000,36.000000
0.3760,36.000000,36.000000
0.3770,36.000000,36.000000
0.3780,36.000000,36.000000
0.3790,36.000000,36.000000
0.3800,36.000000,36.000000
0.3810,36.000000,36.000000
0.3820,36.000000,36.000000
0.3830,36.000000,36.000000
0.3840,36.000000,36.000000
0.3850,36.000000,36.000000
0.3860,36.000000,36.000000
0.3870,36.000000,36.000000
0.3880,36.000000,36.000000
0.3890,36.000000,36.000000
0.3900,36.000000,36.000000
0.3910,36.000000,36.000000
0.3920,36.000000,36.000000
0.3930,36.000000,36.000000
0.3940,36.000000,36.000000
0.3950,36.000000,36.000000
0.3960,36.000000,36.000000
0.3970,36.000000,36.000000
0.3980,36.000000,36.000000
0.3990,36.000000,36.000000
0.4000,36.000000,36.000000
0.4010,36.000000,36.000000
0.4020,36.000000,36.000000
0.4030,36.000000,36.000000
0.4040,36.000000,36.000000
0.4050,36.000000,36.000000
0.4060,36.000000,36.000000
0.4070,36.000000,36.000000
0.4080,36.000000,36.000000
0.4090,36.000000,36.000000
0.4100,36.000000,36.000000
0.4110,36.000000,36.000000
0.4120,36.000000,36.000000
0.4130,36.000000,36.000000
0.4140,36.000000,36.000000
0.4150,36.000000,36.000000
0.4160,36.000000,36.000000
0.4170,36.000000,36.000000
0.4180,36.000000,36.000000
0.4190,36.000000,36.000000
0.4200,36.000000,36.000000
0.4210,36.000000,36.000000
0.4220,36.000000,36.000000
0.4230,36.000000,36.000000
0.4240,36.000000,36.000000
0.4250,36.000000,36.000000
0.4260,36.000000,36.000000
0.4270,36.000000,36.000000
0.4280,36.000000,36.000000
0.4290,36.000000,36.000000
0.4300,36.000000,36.000000
0.4310,36.000000,36.000000
0.4320,36.000000,36.000000
0.4330,36.000000,36.000000
0.4340,36.000000,36.000000
0.4350,36.000000,36.000000
0.4360,36.000000,36.000000
0.4370,36.000000,36.000000
0.4380,36.000000,36.000000
0.4390,36.000000,36.000000
0.4400,36.000000,36.000000
0.4410,36.000000,36.000000
0.4420,36.000000,36.000000
0.4430,36.000000,36.000000
0.4440,36.000000,36.000000
0.4450,36.000000,36.000000
0.4460,36.000000,36.000000
0.4470,36.000000,36.000000
0.4480,36.000000,36.000000
0.4490,36.000000,36.000000
0.4500,36.000000,36.000000
0.4510,36.000000,36.000000
0.4520,36.000000,36.000000
0.4530,36.000000,36.000000
0.4540,36.000000,36.000000
0.4550,36.000000,36.000000
0.4560,36.000000,36.000000
0.4570,36.000000,36.000000
0.4580,36.000000,36.000000
0.4590,36.000000,36.000000
0.4600,36.000000,36.000000
0.4610,36.000000,36.000000
0.4620,36.000000,36.000000
0.4630,36.000000,36.000000
0.4640,36.000000,36.000000
0.4650,36.000000,36.000000
0.4660,36.000000,36.000000
0.4670,36.000000,36.000000
0.4680,36.000000,36.000000
0.4690,36.000000,36.000000
0.4700,36.000000,36.000000
0.4710,36.000000,36.000000
0.4720,36.000000,36.000000
0.4730,36.000000,36.000000
0.4740,36.000000,36.000000
0.4750,36.000000,36.000000
0.4760,36.000000,36.000000
0.4770,36.000000,36.000000
0.4780,36.000000,36.000000
0.4790,36.000000,36.000000
0.4800,36.000000,36.000000
0.4810,36.000000,36.000000
0.4820,36.000000,36.000000
0.4830,36.000000,36.000000
0.4840,36.000000,36.000000
0.4850,36.000000,36.000000
0.4860,36.000000,36.000000
0.4870,36.000000,36.000000
0.4880,36.000000,36.000000
0.4890,36.000000,36.000000
0.4900,36.000000,36.000000
0.4910,36.000000,36.000000
0.4920,36.000000,36.000000
0.4930,36.000000,36.000000
0.4940,36.000000,36.000000
0.4950,36.000000,36.000000
0.4960,36.000000,36.000000
0.4970,36.000000,36.000000
0.4980,36.000000,36.000000
0.4990,36.000000,36.000000
0.5000,36.000000,36.000000
0.5010,36.000000,36.000000
0.5020,36.000000,36.000000
0.5030,36.000000,36.000000
0.5040,36.000000,36.000000
0.5050,36.000000,36.000000
0.5060,36.000000,36.000000
0.5070,36.000000,36.000000
0.5080,36.000000,36.000000
0.5090,36.000000,36.000000
0.5100,36.000000,36.000000
0.5110,36.000000,36.000000
0.5120,36.000000,36.000000
0.5130,36.000000,36.000000
0.5140,36.000000,36.000000
0.5150,36.000000,36.000000
0.5160,36.000000,36.000000
0.5170,36.000000,36.000000
0.5180,36.000000,36.000000
0.5190,36.000000,36.000000
0.5200,36.000000,36.000000
0.5210,36.000000,36.000000
0.5220,36.000000,36.000000
0.5230,36.000000,36.000000
0.5240,36.000000,36.000000
0.5250,36.000000,36.000000
0.5260,36.000000,36.000000
0.5270,36.000000,36.000000
0.5280,36.000000,36.000000
0.5290,36.000000,36.000000
0.5300,36.000000,36.000000
0.5310,36.000000,36.000000
0.5320,36.000000,36.000000
0.5330,36.000000,36.000000
0.5340,36.000000,36.000000
0.5350,36.000000,36.000000
0.5360,36.000000,36.000000
0.5370,36.000000,36.000000
0.5380,36.000000,36.000000
0.5390,36.000000,36.000000
0.5400,36.000000,36.000000
0.5410,36.000000,36.000000
0.5420,36.000000,36.000000
0.5430,36.000000,36.000000
0.5440,36.000000,36.000000
0.5450,36.000000,36.000000
0.5460,36.000000,36.000000
0.5470,36.000000,36.000000
0.5480,36.000000,36.000000
0.5490,36.000000,36.000000
0.5500,36.000000,36.000000
0.5510,36.000000,36.000000
0.5520,36.000000,36.000000
0.5530,36.000000,36.000000
0.5540,36.000000,36.000000
0.5550,36.000000,36.000000
0.5560,36.000000,36.000000
0.5570,36.000000,36.000000
0.5580,36.000000,36.000000
0.5590,36.000000,36.000000
0.5600,36.000000,36.000000
0.5610,36.000000,36.000000
0.5620,36.000000,36.000000
0.5630,36.000000,36.000000
0.5640,36.000000,36.000000
0.5650,36.000000,36.000000
0.5660,36.000000,36.000000
0.5670,36.000000,36.000000
0.5680,36.000000,36.000000
0.5690,36.000000,36.000000
0.5700,36.000000,36.000000
0.5710,36.000000,36.000000
0.5720,36.000000,36.000000
0.5730,36.000000,36.000000
0.5740,36.000000,36.000000
0.5750,36.000000,36.000000
0.5760,36.000000,36.000000
0.5770,36.000000,36.000000
0.5780,36.000000,36.000000
0.5790,36.000000,36.000000
0.5800,36.000000,36.000000
0.5810,36.000000,36.000000
0.5820,36.000000,36.000000
0.5830,36.000000,36.000000
0.5840,36.000000,36.000000
0.5850,36.000000,36.000000
0.5860,36.000000,36.000000
0.5870,36.000000,36.000000
0.5880,36.000000,36.000000
0.5890,36.000000,36.000000
0.5900,36.000000,36.000000
0.5910,36.000000,36.000000
0.5920,36.000000,36.000000
0.5930,36.000000,36.000000
0.5940,36.000000,36.000000
0.5950,36.000000,36.000000
0.5960,36.000000,36.000000
0.5970,36.000000,36.000000
0.5980,36.000000,36.000000
0.5990,36.000000,36.000000
0.6000,36.000000,36.000000
0.6010,36.000000,36.000000
0.6020,36.000000,36.000000
0.6030,36.000000,36.000000
0.6040,36.000000,36.000000
0.6050,36.000000,36.000000
0.6060,36.000000,36.000000
0.6070,36.000000,36.000000
0.6080,36.000000,36.000000
0.6090,36.000000,36.000000
0.6100,36.000000,36.000000
0.6110,36.000000,36.000000
0.6120,36.000000,36.000000
0.6130,36.000000,36.000000
0.6140,36.000000,36.000000
0.6150,36.000000,36.000000
0.6160,36.000000,36.000000
0.6170,36.000000,36.000000
0.6180,36.000000,36.000000
0.6190,36.000000,36.000000
0.6200,36.000000,36.000000
0.6210,36.000000,36.000000
0.6220,36.000000,36.000000
0.6230,36.000000,36.000000
0.6240,36.000000,36.000000
0.6250,36.000000,36.000000
0.6260,36.000000,36.000000
0.6270,36.000000,36.000000
0.6280,36.000000,36.000000
0.6290,36.000000,36.000000
0.6300,36.000000,36.000000
0.6310,36.000000,36.000000
0.6320,36.000000,36.000000
0.6330,36.000000,36.000000
0.6340,36.000000,36.000000
0.6350,36.000000,36.000000
0.6360,36.000000,36.000000
0.6370,36.000000,36.000000
0.6380,36.000000,36.000000
0.6390,36.000000,36.000000
0.6400,36.000000,36.000000
0.6410,36.000000,36.000000
0.6420,36.000000,36.000000
0.6430,36.000000,36.000000
0.6440,36.000000,36.000000
0.6450,36.000000,36.000000
0.6460,36.000000,36.000000
0.6470,36.000000,36.000000
0.6480,36.000000,36.000000
0.6490,36.000000,36.000000
0.6500,36.000000,36.000000
0.6510,36.000000,36.000000
0.6520,36.000000,36.000000
0.6530,36.000000,36.000000
0.6540,36.000000,36.000000
0.6550,36.000000,36.000000
0.6560,36.000000,36.000000
0.6570,36.000000,36.000000
0.6580,36.000000,36.000000
0.6590,36.000000,36.000000
0.6600,36.000000,36.000000
0.6610,36.000000,36.000000
0.6620,36.000000,36.000000
0.6630,36.000000,36.000000
0.6640,36.000000,36.000000
0.6650,36.000000,36.000000
0.6660,36.000000,36.000000
0.6670,36.000000,36.000000
0.6680,36.000000,36.000000
0.6690,36.000000,36.000000
0.6700,36.000000,36.000000
0.6710,36.000000,36.000000
0.6720,36.000000,36.000000
0.6730,36.000000,36.000000
0.6740,36.000000,36.000000
0.6750,36.000000,36.000000
0.6760,36.000000,36.000000
0.6770,36.000000,36.000000
0.6780,36.000000,36.000000
0.6790,36.000000,36.000000
0.6800,36.000000,36.000000
0.6810,36.000000,36.000000
0.6820,36.000000,36.000000
0.6830,36.000000,36.000000
0.6840,36.000000,36.000000
0.6850,36.000000,36.000000
0.6860,36.000000,36.000000
0.6870,36.000000,36.000000
0.6880,36.000000,36.000000
0.6890,36.000000,36.000000
0.6900,36.000000,36.000000
0.6910,36.000000,36.000000
0.6920,36.000000,36.000000
0.6930,36.000000,36.000000
0.6940,36.000000,36.000000
0.6950,36.000000,36.000000
0.6960,36.000000,36.000000
0.6970,36.000000,36.000000
0.6980,36.000000,36.000000
0.6990,36.000000,36.000000
0.7000,36.000000,36.000000
0.7010,36.000000,36.000000
0.7020,36.000000,36.000000
0.7030,36.000000,36.000000
0.7040,36.000000,36.000000
0.7050,36.000000,36.000000
0.7060,36.000000,36.000000
0.7070,36.000000,36.000000
0.7080,36.000000,36.000000
0.7090,36.000000,36.000000
0.7100,36.000000,36.000000
0.7110,36.000000,36.000000
0.7120,36.000000,36.000000
0.7130,36.000000,36.000000
0.7140,36.000000,36.000000
0.7150,36.000000,36.000000
0.7160,36.000000,36.000000
0.7170,36.000000,36.000000
0.7180,36.000000,36.000000
0.7190,36.000000,36.000000
0.7200,36.000000,36.000000
0.7210,36.000000,36.000000
0.7220,36.000000,36.000000
0.7230,36.000000,36.000000
0.7240,36.000000,36.000000
0.7250,36.000000,36.000000
0.7260,36.000000,36.000000
0.7270,36.000000,36.000000
0.7280,36.000000,36.000000
0.7290,36.000000,36.000000
0.7300,36.000000,36.000000
0.7310,36.000000,36.000000
0.7320,36.000000,36.000000
0.7330,36.000000,36.000000
0.7340,36.000000,36.000000
0.7350,36.000000,36.000000
0.7360,36.000000,36.000000
0.7370,36.000000,36.000000
0.7380,36.000000,36.000000
0.7390,36.000000,36.000000
0.7400,36.000000,36.000000
0.7410,36.000000,36.000000
0.7420,36.000000,36.000000
0.7430,36.000000,36.000000
0.7440,36.000000,36.000000
0.7450,36.000000,36.000000
0.7460,36.000000,36.000000
0.7470,36.000000,36.000000
0.7480,36.000000,36.000000
0.7490,36.000000,36.000000
0.7500,36.000000,36.000000
0.7510,36.000000,36.000000
0.7520,36.000000,36.000000
0.7530,36.000000,36.000000
0.7540,36.000000,36.000000
0.7550,36.000000,36.000000
0.7560,36.000000,36.000000
0.7570,36.000000,36.000000
0.7580,36.000000,36.000000
0.7590,36.000000,36.000000
0.7600,36.000000,36.000000
0.7610,36.000000,36.000000
0.7620,36.000000,36.000000
0.7630,36.000000,36.000000
0.7640,36.000000,36.000000
0.7650,36.000000,36.000000
0.7660,36.000000,36.000000
0.7670,36.000000,36.000000
0.7680,36.000000,36.000000
0.7690,36.000000,36.000000
0.7700,36.000000,36.000000
0.7710,36.000000,36.000000
0.7720,36.000000,36.000000
0.7730,36.000000,36.000000
0.7740,36.000000,36.000000
0.7750,36.000000,36.000000
0.7760,36.000000,36.000000
0.7770,36.000000,36.000000
0.7780,36.000000,36.000000
0.7790,36.000000,36.000000
0.7800,36.000000,36.000000
0.7810,36.000000,36.000000
0.7820,36.000000,36.000000
0.7830,36.000000,36.000000
0.7840,36.000000,36.000000
0.7850,36.000000,36.000000
0.7860,36.000000,36.000000
0.7870,36.000000,36.000000
0.7880,36.000000,36.000000
0.7890,36.000000,36.000000
0.7900,36.000000,36.000000
0.7910,36.000000,36.000000
0.7920,36.000000,36.000000
0.7930,36.000000,36.000000
0.7940,36.000000,36.000000
0.7950,36.000000,36.000000
0.7960,36.000000,36.000000
0.7970,36.000000,36.000000
0.7980,36.000000,36.000000
0.7990,36.000000,36.000000
0.8000,36.000000,36.000000
0.8010,36.000000,36.000000
0.8020,36.000000,36.000000
0.8030,36.000000,36.000000
0.8040,36.000000,36.000000
0.8050,36.000000,36.000000
0.8060,36.000000,36.000000
0.8070,36.000000,36.000000
0.8080,36.000000,36.000000
0.8090,36.000000,36.000000
0.8100,36.000000,36.000000
0.8110,36.000000,36.000000
0.8120,36.000000,36.000000
0.8130,36.000000,36.000000
0.8140,36.000000,36.000000
0.8150,36.000000,36.000000
0.8160,36.000000,36.000000
0.8170,36.000000,36.000000
0.8180,36.000000,36.000000
0.8190,36.000000,36.000000
0.8200,36.000000,36.000000
0.8210,36.000000,36.000000
0.8220,36.000000,36.000000
0.8230,36.000000,36.000000
0.8240,36.000000,36.000000
0.8250,36.000000,36.000000
0.8260,36.000000,36.000000
0.8270,36.000000,36.000000
0.8280,36.000000,36.000000
0.8290,36.000000,36.000000
0.8300,36.000000,36.000000
0.8310,36.000000,36.000000
0.8320,36.000000,36.000000
0.8330,36.000000,36.000000
0.8340,36.000000,36.000000
0.8350,36.000000,36.000000
0.8360,36.000000,36.000000
0.8370,36.000000,36.000000
0.8380,36.000000,36.000000
0.8390,36.000000,36.000000
0.8400,36.000000,36.000000
0.8410,36.000000,36.000000
0.8420,36.000000,36.000000
0.8430,36.000000,36.000000
0.8440,36.000000,36.000000
0.8450,36.000000,36.000000
0.8460,36.000000,36.000000
0.8470,36.000000,36.000000
0.8480,36.000000,36.000000
0.8490,36.000000,36.000000
0.8500,36.000000,36.000000
0.8510,36.000000,36.000000
0.8520,36.000000,36.000000
0.8530,36.000000,36.000000
0.8540,36.000000,36.000000
0.8550,36.000000,36.000000
0.8560,36.000000,36.000000
0.8570,36.000000,36.000000
0.8580,36.000000,36.000000
0.8590,36.000000,36.000000
0.8600,36.000000,36.000000
0.8610,36.000000,36.000000
0.8620,36.000000,36.000000
0.8630,36.000000,36.000000
0.8640,36.000000,36.000000
0.8650,36.000000,36.000000
0.8660,36.000000,36.000000
0.8670,36.000000,36.000000
0.8680,36.000000,36.000000
0.8690,36.000000,36.000000
0.8700,36.000000,36.000000
0.8710,36.000000,36.000000
0.8720,36.000000,36.000000
0.8730,36.000000,36.000000
0.8740,36.000000,36.000000
0.8750,36.000000,36.000000
0.8760,36.000000,36.000000
0.8770,36.000000,36.000000
0.8780,36.000000,36.000000
0.8790,36.000000,36.000000
0.8800,36.000000,36.000000
0.8810,36.000000,36.000000
0.8820,36.000000,36.000000
0.8830,36.000000,36.000000
0.8840,36.000000,36.000000
0.8850,36.000000,36.000000
0.8860,36.000000,36.000000
0.8870,36.000000,36.000000
0.8880,36.000000,36.000000
0.8890,36.000000,36.000000
0.8900,36.000000,36.000000
0.8910,36.000000,36.000000
0.8920,36.000000,36.000000
0.8930,36.000000,36.000000
0.8940,36.000000,36.000000
0.8950,36.000000,36.000000
0.8960,36.000000,36.000000
0.8970,36.000000,36.000000
0.8980,36.000000,36.000000
0.8990,35.940000,35.940000
0.9000,35.880000,35.880000
0.9010,35.820000,35.820000
0.9020,35.760000,35.760000
0.9030,35.700000,35.700000
0.9040,35.640000,35.640000
0.9050,35.580000,35.580000
0.9060,35.520000,35.520000
0.9070,35.460000,35.460000
0.9080,35.400000,35.400000
0.9090,35.340000,35.340000
0.9100,35.280000,35.280000
0.9110,35.220000,35.220000
0.9120,35.160000,35.160000
0.9130,35.100000,35.100000
0.9140,35.040000,35.040000
0.9150,34.980000,34.980000
0.9160,34.920000,34.920000
0.9170,34.860000,34.860000
0.9180,34.800000,34.800000
0.9190,34.740000,34.740000
0.9200,34.680000,34.680000
0.9210,34.620000,34.620000
0.9220,34.560000,34.560000
0.9230,34.500000,34.500000
0.9240,34.440000,34.440000
0.9250,34.380000,34.380000
0.9260,34.320000,34.320000
0.9270,34.260000,34.260000
0.9280,34.200000,34.200000
0.9290,34.140000,34.140000
